id,sid,name,lastupdate,totalshare,top10total,floatshare,top10float,list,weight,firstlevel,secondlevel,note,ext1,ext2,location,valid
2065,sh600535,天士力,"2015-02-19 00:00:00",103271,56,103271,56,"750,1500,3000",1.5,医药生物,中药,NULL,NULL,NULL,天津市,1
2073,sh600546,山煤国际,"2015-02-19 00:00:00",198292,63,198292,63,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,山西省,1
2074,sh600547,山东黄金,"2015-02-19 00:00:00",142333,54,142333,54,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,山东省,1
2075,sh600548,深高速,"2015-02-19 00:00:00",347788,56,347788,56,"750,1500,3000",1.5,交通运输,公路铁路运输,NULL,NULL,NULL,广东省,1
2077,sh600550,*ST天威,"2015-02-19 00:00:00",137297,57,137297,57,"750,1500,3000",1.5,机械设备,电气设备,NULL,NULL,NULL,河北省,1
2080,sh600555,九龙山,"2015-02-19 00:00:00",130371,52,130371,52,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,上海市,1
2089,sh600565,迪马股份,"2015-02-19 00:00:00",234603,40,71984,80,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,重庆市,1
2091,sh600567,山鹰纸业,"2015-02-19 00:00:00",376631,16,158725,58,"750,1500,3000",1.5,轻工制造,造纸,NULL,NULL,NULL,安徽省,1
2093,sh600569,安阳钢铁,"2015-02-19 00:00:00",239410,62,239410,62,"750,1500,3000",1.5,黑色金属,钢铁,NULL,NULL,NULL,河南省,1
2098,sh600575,皖江物流,"2015-02-19 00:00:00",288361,59,142301,80,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,安徽省,1
2101,sh600578,京能电力,"2015-02-19 00:00:00",461704,62,225733,82,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,北京市,1
2103,sh600580,卧龙电气,"2015-02-19 00:00:00",111065,40,68775,62,"750,1500,3000",1.5,机械设备,电气设备,NULL,NULL,NULL,浙江省,1
2105,sh600582,天地科技,"2015-02-19 00:00:00",121369,69,121369,69,"750,1500,3000",1.5,机械设备,专用设备,NULL,NULL,NULL,北京市,1
2106,sh600583,海油工程,"2015-02-19 00:00:00",442209,59,389038,61,"750,1500,3000",1.5,采掘,采掘服务,NULL,NULL,NULL,天津市,1
2109,sh600586,金晶科技,"2015-02-19 00:00:00",142214,15,96695,42,"750,1500,3000",1.5,建筑材料,建筑材料,NULL,NULL,NULL,山东省,1
2111,sh600588,用友网络,"2015-02-19 00:00:00",116554,62,115129,61,"750,1500,3000",1.5,信息服务,计算机应用,NULL,NULL,NULL,北京市,1
2117,sh600595,中孚实业,"2015-02-19 00:00:00",174144,55,151469,61,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,河南省,1
2119,sh600597,光明乳业,"2015-02-19 00:00:00",122432,64,122258,63,"750,1500,3000",1.5,食品饮料,食品加工制造,NULL,NULL,NULL,上海市,1
2120,sh600598,*ST大荒,"2015-02-19 00:00:00",177793,66,177793,66,"750,1500,3000",1.5,农林牧渔,种植业与林业,NULL,NULL,NULL,黑龙江省,1
2122,sh600600,青岛啤酒,"2015-02-19 00:00:00",177703,63,177703,63,"750,1500,3000",1.5,食品饮料,饮料制造,NULL,NULL,NULL,山东省,1
2123,sh600601,方正科技,"2015-02-19 00:00:00",219450,17,219450,17,"750,1500,3000",1.5,信息设备,计算机设备,NULL,NULL,NULL,上海市,1
2124,sh600602,仪电电子,"2015-02-19 00:00:00",117342,34,117307,34,"750,1500,3000",1.5,电子,光学光电子,NULL,NULL,NULL,上海市,1
2130,sh600609,金杯汽车,"2015-02-19 00:00:00",109274,49,109274,49,"750,1500,3000",1.5,交运设备,汽车整车,NULL,NULL,NULL,辽宁省,1
2132,sh600611,大众交通,"2015-02-19 00:00:00",157688,27,157688,27,"750,1500,3000",1.5,交通运输,公交,NULL,NULL,NULL,上海市,1
2139,sh600618,氯碱化工,"2015-02-19 00:00:00",115622,52,115622,52,"750,1500,3000",1.5,化工,基础化学,NULL,NULL,NULL,上海市,1
2150,sh600633,浙报传媒,"2015-02-19 00:00:00",118826,63,113382,65,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,浙江省,1
2152,sh600635,大众公用,"2015-02-19 00:00:00",164391,31,164391,31,"750,1500,3000",1.5,金融服务,保险及其他,NULL,NULL,NULL,上海市,1
2154,sh600637,百视通,"2015-02-19 00:00:00",111392,55,111392,55,"750,1500,3000",1.5,信息服务,通信服务,NULL,NULL,NULL,上海市,1
2159,sh600642,申能股份,"2015-02-19 00:00:00",455205,55,455205,55,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,上海市,1
2160,sh600643,爱建股份,"2015-02-19 00:00:00",110585,23,81791,42,"750,1500,3000",1.5,金融服务,保险及其他,NULL,NULL,NULL,上海市,1
2164,sh600648,外高桥,"2015-02-19 00:00:00",113549,66,101095,66,"750,1500,3000",1.5,房地产,园区开发,NULL,NULL,NULL,上海市,1
2165,sh600649,城投控股,"2015-02-19 00:00:00",298834,61,298834,61,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,上海市,1
2169,sh600653,申华控股,"2015-02-19 00:00:00",174522,20,174522,20,"750,1500,3000",1.5,交运设备,交运设备服务,NULL,NULL,NULL,上海市,1
2170,sh600654,飞乐股份,"2015-02-19 00:00:00",115071,24,75562,54,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,上海市,1
2171,sh600655,豫园商城,"2015-02-19 00:00:00",143711,47,143711,47,"750,1500,3000",1.5,商业贸易,零售,NULL,NULL,NULL,上海市,1
2173,sh600657,信达地产,"2015-02-19 00:00:00",152402,69,152402,69,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,北京市,1
2175,sh600660,福耀玻璃,"2015-02-19 00:00:00",200263,45,200263,45,"750,1500,3000",1.5,交运设备,汽车零部件,NULL,NULL,NULL,福建省,1
2177,sh600662,强生控股,"2015-02-19 00:00:00",105354,51,105354,51,"750,1500,3000",1.5,交通运输,公交,NULL,NULL,NULL,上海市,1
2178,sh600663,陆家嘴,"2015-02-19 00:00:00",186783,68,186783,68,"750,1500,3000",1.5,房地产,园区开发,NULL,NULL,NULL,上海市,1
2179,sh600664,哈药股份,"2015-02-19 00:00:00",191752,27,105354,60,"750,1500,3000",1.5,医药生物,化学制药,NULL,NULL,NULL,黑龙江省,1
2182,sh600667,太极实业,"2015-02-19 00:00:00",119163,38,119163,38,"750,1500,3000",1.5,电子,半导体及元件,NULL,NULL,NULL,江苏省,1
2186,sh600674,川投能源,"2015-02-19 00:00:00",220090,64,220090,64,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,四川省,1
2187,sh600675,中华企业,"2015-02-19 00:00:00",186657,39,186657,39,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,上海市,1
2197,sh600685,广船国际,"2015-02-19 00:00:00",103064,38,132804,82,"750,1500,3000",1.5,国防军工,国防军工,NULL,NULL,NULL,广东省,1
2202,sh600690,青岛海尔,"2015-02-19 00:00:00",303005,53,272104,57,"750,1500,3000",1.5,家用电器,白色家电,NULL,NULL,NULL,山东省,1
2203,sh600691,阳煤化工,"2015-02-19 00:00:00",146750,40,90241,63,"750,1500,3000",1.5,化工,化学制品,NULL,NULL,NULL,四川省,1
2214,sh600703,三安光电,"2015-02-19 00:00:00",239329,62,216640,59,"750,1500,3000",1.5,电子,光学光电子,NULL,NULL,NULL,湖北省,1
2216,sh600705,中航资本,"2015-02-19 00:00:00",186602,13,74584,54,"750,1500,3000",1.5,金融服务,保险及其他,NULL,NULL,NULL,黑龙江省,1
2221,sh600711,盛屯矿业,"2015-02-19 00:00:00",149702,11,80057,50,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,福建省,1
2227,sh600717,天津港,"2015-02-19 00:00:00",167435,60,167435,60,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,天津市,1
2228,sh600718,东软集团,"2015-02-19 00:00:00",122795,48,122795,48,"750,1500,3000",1.5,信息服务,计算机应用,NULL,NULL,NULL,辽宁省,1
2234,sh600724,宁波富达,"2015-02-19 00:00:00",144530,83,144495,83,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,浙江省,1
2236,sh600726,华电能源,"2015-02-19 00:00:00",196700,11,115207,48,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,黑龙江省,1
2246,sh600736,苏州高新,"2015-02-19 00:00:00",105793,45,105793,45,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,江苏省,1
2247,sh600737,中粮屯河,"2015-02-19 00:00:00",205214,56,132281,71,"750,1500,3000",1.5,农林牧渔,农产品加工,NULL,NULL,NULL,新疆维吾尔自治区,1
2249,sh600739,辽宁成大,"2015-02-19 00:00:00",142984,21,136439,23,"750,1500,3000",1.5,商业贸易,贸易,NULL,NULL,NULL,辽宁省,1
2251,sh600741,华域汽车,"2015-02-19 00:00:00",258357,67,258357,67,"750,1500,3000",1.5,交运设备,汽车零部件,NULL,NULL,NULL,上海市,1
2253,sh600743,华远地产,"2015-02-19 00:00:00",181729,79,181729,79,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,北京市,1
2257,sh600747,大连控股,"2015-02-19 00:00:00",146448,17,106470,40,"750,1500,3000",1.5,金融服务,保险及其他,NULL,NULL,NULL,辽宁省,1
2258,sh600748,上实发展,"2015-02-19 00:00:00",108351,70,108351,70,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,上海市,1
2264,sh600755,厦门国贸,"2015-02-19 00:00:00",166415,34,166415,34,"750,1500,3000",1.5,商业贸易,贸易,NULL,NULL,NULL,福建省,1
2266,sh600757,长江传媒,"2015-02-19 00:00:00",121385,33,52409,70,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,湖北省,1
2268,sh600759,洲际油气,"2015-02-19 00:00:00",122003,46,121603,46,"750,1500,3000",1.5,综合,综合,NULL,NULL,NULL,海南省,1
2278,sh600770,综艺股份,"2015-02-19 00:00:00",130008,43,110481,52,"750,1500,3000",1.5,电子,半导体及元件,NULL,NULL,NULL,江苏省,1
2283,sh600776,东方通信,"2015-02-19 00:00:00",125624,57,125624,57,"750,1500,3000",1.5,信息设备,通信设备,NULL,NULL,NULL,浙江省,1
2287,sh600780,通宝能源,"2015-02-19 00:00:00",114676,64,114676,64,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,山西省,1
2289,sh600782,新钢股份,"2015-02-19 00:00:00",139366,86,139349,86,"750,1500,3000",1.5,黑色金属,钢铁,NULL,NULL,NULL,江西省,1
2293,sh600787,中储股份,"2015-02-19 00:00:00",186001,51,168045,55,"750,1500,3000",1.5,交通运输,物流,NULL,NULL,NULL,天津市,1
2305,sh600801,华新水泥,"2015-02-19 00:00:00",149650,65,141502,67,"750,1500,3000",1.5,建筑材料,建筑材料,NULL,NULL,NULL,湖北省,1
2308,sh600804,鹏博士,"2015-02-19 00:00:00",139337,27,134289,26,"750,1500,3000",1.5,信息服务,通信服务,NULL,NULL,NULL,四川省,1
2315,sh600811,东方集团,"2015-02-19 00:00:00",166718,32,166718,32,"750,1500,3000",1.5,综合,综合,NULL,NULL,NULL,黑龙江省,1
2316,sh600812,华北制药,"2015-02-19 00:00:00",163096,37,102832,60,"750,1500,3000",1.5,医药生物,化学制药,NULL,NULL,NULL,河北省,1
2323,sh600820,隧道股份,"2015-02-19 00:00:00",284821,41,202292,58,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,上海市,1
2326,sh600823,世茂股份,"2015-02-19 00:00:00",117055,77,117055,77,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,上海市,1
2328,sh600825,新华传媒,"2015-02-19 00:00:00",104500,59,104500,59,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,上海市,1
2330,sh600827,百联股份,"2015-02-19 00:00:00",172256,52,172256,52,"750,1500,3000",1.5,商业贸易,零售,NULL,NULL,NULL,上海市,1
2335,sh600832,东方明珠,"2015-02-19 00:00:00",318644,61,318644,61,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,上海市,1
2338,sh600835,上海机电,"2015-02-19 00:00:00",102261,54,102261,54,"750,1500,3000",1.5,机械设备,专用设备,NULL,NULL,NULL,上海市,1
2342,sh600839,四川长虹,"2015-02-19 00:00:00",461491,31,460699,31,"750,1500,3000",1.5,家用电器,视听器材,NULL,NULL,NULL,四川省,1
2351,sh600851,海欣股份,"2015-02-19 00:00:00",120577,20,120577,20,"750,1500,3000",1.5,综合,综合,NULL,NULL,NULL,上海市,1
2366,sh600867,通化东宝,"2015-02-19 00:00:00",102984,47,102437,47,"750,1500,3000",1.5,医药生物,生物制品,NULL,NULL,NULL,吉林省,1
2367,sh600868,梅雁吉祥,"2015-02-19 00:00:00",189416,6,189416,6,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,广东省,1
2372,sh600873,梅花生物,"2015-02-19 00:00:00",310847,66,310847,66,"750,1500,3000",1.5,食品饮料,食品加工制造,NULL,NULL,NULL,西藏自治区,1
2373,sh600874,创业环保,"2015-02-19 00:00:00",206661,53,206661,53,"750,1500,3000",1.5,公用事业,燃气水务,NULL,NULL,NULL,天津市,1
2374,sh600875,东方电气,"2015-02-19 00:00:00",200375,69,200375,69,"750,1500,3000",1.5,机械设备,电气设备,NULL,NULL,NULL,四川省,1
2377,sh600879,航天电子,"2015-02-19 00:00:00",103942,35,103942,35,"750,1500,3000",1.5,国防军工,国防军工,NULL,NULL,NULL,湖北省,1
2378,sh600880,博瑞传播,"2015-02-19 00:00:00",109331,7,66334,39,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,四川省,1
2379,sh600881,亚泰集团,"2015-02-19 00:00:00",189520,27,189520,27,"750,1500,3000",1.5,建筑材料,建筑材料,NULL,NULL,NULL,吉林省,1
2385,sh600887,伊利股份,"2015-02-19 00:00:00",306592,22,300703,23,"750,1500,3000",1.5,食品饮料,食品加工制造,NULL,NULL,NULL,内蒙古自治区,1
2391,sh600893,中航动力,"2015-02-19 00:00:00",194881,59,108651,68,"750,1500,3000",1.5,国防军工,国防军工,NULL,NULL,NULL,陕西省,1
2393,sh600895,张江高科,"2015-02-19 00:00:00",154885,56,154885,56,"750,1500,3000",1.5,房地产,园区开发,NULL,NULL,NULL,上海市,1
2398,sh600917,重庆燃气,"2015-02-19 00:00:00",157280,2,15836,89,"750,1500,3000",1.5,公用事业,燃气水务,NULL,NULL,NULL,重庆市,1
2402,sh600963,岳阳林纸,"2015-02-19 00:00:00",104328,32,84333,45,"750,1500,3000",1.5,轻工制造,造纸,NULL,NULL,NULL,湖南省,1
2407,sh600970,中材国际,"2015-02-19 00:00:00",109344,65,109344,65,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,江苏省,1
2412,sh600978,宜华木业,"2015-02-19 00:00:00",148284,30,148284,30,"750,1500,3000",1.5,轻工制造,家用轻工,NULL,NULL,NULL,广东省,1
2427,sh600997,开滦股份,"2015-02-19 00:00:00",123468,59,123468,59,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,河北省,1
2428,sh600998,九州通,"2015-02-19 00:00:00",164310,81,142044,77,"750,1500,3000",1.5,医药生物,医药商业,NULL,NULL,NULL,湖北省,1
2430,sh601000,唐山港,"2015-02-19 00:00:00",203061,67,203061,67,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,河北省,1
2431,sh601001,大同煤业,"2015-02-19 00:00:00",167298,61,167326,61,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,山西省,1
2433,sh601003,柳钢股份,"2015-02-19 00:00:00",256244,84,256244,84,"750,1500,3000",1.5,黑色金属,钢铁,NULL,NULL,NULL,广西壮族自治区,1
2437,sh601008,连云港,"2015-02-19 00:00:00",101518,52,81137,62,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,江苏省,1
2438,sh601009,南京银行,"2015-02-19 00:00:00",296852,47,296852,47,"750,1500,3000",1.5,金融服务,银行,NULL,NULL,NULL,江苏省,1
2443,sh601016,节能风电,"2015-02-19 00:00:00",177788,2,17402,90,"750,1500,3000",1.5,公用事业,电力,NULL,NULL,NULL,北京市,1
2451,sh601098,中南传媒,"2015-02-19 00:00:00",179634,74,179634,74,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,湖南省,1
2452,sh601099,太平洋,"2015-02-19 00:00:00",235417,37,165322,43,"750,1500,3000",1.5,金融服务,证券,NULL,NULL,NULL,云南省,1
2454,sh601101,昊华能源,"2015-02-19 00:00:00",119998,67,119998,67,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,北京市,1
2456,sh601107,四川成渝,"2015-02-19 00:00:00",305814,84,305814,84,"750,1500,3000",1.5,交通运输,公路铁路运输,NULL,NULL,NULL,四川省,1
2460,sh601117,中国化学,"2015-02-19 00:00:00",493263,74,493263,74,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,北京市,1
2461,sh601118,海南橡胶,"2015-02-19 00:00:00",393042,74,393042,74,"750,1500,3000",1.5,农林牧渔,种植业与林业,NULL,NULL,NULL,,1
2464,sh601139,深圳燃气,"2015-02-19 00:00:00",198083,87,190409,87,"750,1500,3000",1.5,公用事业,燃气水务,NULL,NULL,NULL,广东省,1
2465,sh601158,重庆水务,"2015-02-19 00:00:00",480004,90,480004,90,"750,1500,3000",1.5,公用事业,燃气水务,NULL,NULL,NULL,重庆市,1
2467,sh601168,西部矿业,"2015-02-19 00:00:00",238172,35,238172,35,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,青海省,1
2472,sh601188,龙江交通,"2015-02-19 00:00:00",131600,68,121312,71,"750,1500,3000",1.5,交通运输,公路铁路运输,NULL,NULL,NULL,黑龙江省,1
2475,sh601216,内蒙君正,"2015-02-19 00:00:00",204789,77,204842,77,"750,1500,3000",1.5,化工,基础化学,NULL,NULL,NULL,内蒙古自治区,1
2480,sh601231,环旭电子,"2015-02-19 00:00:00",101190,31,10679,92,"750,1500,3000",1.5,电子,电子制造,NULL,NULL,NULL,上海市,1
2483,sh601258,庞大集团,"2015-02-19 00:00:00",262198,65,262198,65,"750,1500,3000",1.5,交运设备,交运设备服务,NULL,NULL,NULL,河北省,1
2491,sh601336,新华保险,"2015-02-19 00:00:00",311975,83,213473,87,"750,1500,3000",1.5,金融服务,保险及其他,NULL,NULL,NULL,北京市,1
2493,sh601369,陕鼓动力,"2015-02-19 00:00:00",163897,73,163897,73,"750,1500,3000",1.5,机械设备,通用设备,NULL,NULL,NULL,陕西省,1
2498,sh601515,东风股份,"2015-02-19 00:00:00",111207,13,16945,86,"750,1500,3000",1.5,轻工制造,包装印刷,NULL,NULL,NULL,广东省,1
2499,sh601518,吉林高速,"2015-02-19 00:00:00",121317,68,121317,68,"750,1500,3000",1.5,交通运输,公路铁路运输,NULL,NULL,NULL,吉林省,1
2500,sh601519,大智慧,"2015-02-19 00:00:00",198759,69,198759,69,"750,1500,3000",1.5,信息服务,计算机应用,NULL,NULL,NULL,上海市,1
2501,sh601555,东吴证券,"2015-02-19 00:00:00",270101,30,122079,54,"750,1500,3000",1.5,金融服务,证券,NULL,NULL,NULL,江苏省,1
2506,sh601588,北辰实业,"2015-02-19 00:00:00",489179,45,489179,45,"750,1500,3000",1.5,房地产,房地产开发,NULL,NULL,NULL,北京市,1
2510,sh601607,上海医药,"2015-02-19 00:00:00",434678,45,434678,45,"750,1500,3000",1.5,医药生物,医药商业,NULL,NULL,NULL,上海市,1
2511,sh601608,中信重工,"2015-02-19 00:00:00",273950,25,75255,79,"750,1500,3000",1.5,机械设备,专用设备,NULL,NULL,NULL,河南省,1
2515,sh601633,长城汽车,"2015-02-19 00:00:00",479922,58,479922,58,"750,1500,3000",1.5,交运设备,汽车整车,NULL,NULL,NULL,河北省,1
2517,sh601666,平煤股份,"2015-02-19 00:00:00",236167,59,236167,59,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,河南省,1
2523,sh601699,潞安环能,"2015-02-19 00:00:00",230101,66,230101,66,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,山西省,1
2525,sh601717,郑煤机,"2015-02-19 00:00:00",226183,38,226183,38,"750,1500,3000",1.5,机械设备,专用设备,NULL,NULL,NULL,河南省,1
2526,sh601718,际华集团,"2015-02-19 00:00:00",385686,70,385686,70,"750,1500,3000",1.5,纺织服装,服装家纺,NULL,NULL,NULL,北京市,1
2529,sh601777,力帆股份,"2015-02-19 00:00:00",100821,74,95128,67,"750,1500,3000",1.5,交运设备,汽车整车,NULL,NULL,NULL,重庆市,1
2530,sh601788,光大证券,"2015-02-19 00:00:00",341820,73,341820,73,"750,1500,3000",1.5,金融服务,证券,NULL,NULL,NULL,上海市,1
2536,sh601808,中海油服,"2015-02-19 00:00:00",477077,91,477077,91,"750,1500,3000",1.5,采掘,采掘服务,NULL,NULL,NULL,天津市,1
2540,sh601872,招商轮船,"2015-02-19 00:00:00",472223,66,377633,73,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,上海市,1
2541,sh601877,正泰电器,"2015-02-19 00:00:00",100832,80,100832,80,"750,1500,3000",1.5,机械设备,电气设备,NULL,NULL,NULL,浙江省,1
2542,sh601880,大连港,"2015-02-19 00:00:00",442775,80,442608,80,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,辽宁省,1
2543,sh601886,江河创建,"2015-02-19 00:00:00",115415,70,112003,71,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,北京市,1
2550,sh601918,国投新集,"2015-02-19 00:00:00",258981,65,258981,65,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,安徽省,1
2552,sh601928,凤凰传媒,"2015-02-19 00:00:00",254485,11,65885,77,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,江苏省,1
2553,sh601929,吉视传媒,"2015-02-19 00:00:00",146778,38,86624,61,"750,1500,3000",1.5,信息服务,通信服务,NULL,NULL,NULL,吉林省,1
2554,sh601933,永辉超市,"2015-02-19 00:00:00",325349,59,307218,61,"750,1500,3000",1.5,商业贸易,零售,NULL,NULL,NULL,福建省,1
2556,sh601958,金钼股份,"2015-02-19 00:00:00",322715,80,322715,80,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,陕西省,1
2579,sh603077,和邦股份,"2015-02-19 00:00:00",101103,18,30007,75,"750,1500,3000",1.5,化工,基础化学,NULL,NULL,NULL,四川省,1
2593,sh603288,海天味业,"2015-02-19 00:00:00",149720,17,14970,79,"750,1500,3000",1.5,食品饮料,食品加工制造,NULL,NULL,NULL,广东省,1
